0.000000000000000000e+00	0.000000000000000000e+00	2.052333679121540189e-03	1.914450750346652699e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
9.823206325080861227e-04	0.000000000000000000e+00	8.905383082346926972e-05	8.307088412358413923e-04	7.112118644187906749e-04	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.104667358243080377e-03	0.000000000000000000e+00	0.000000000000000000e+00	3.471151222914606056e-03	2.971828166961548029e-03	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
9.572253751733263497e-03	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.930425985330139135e-03	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.639058139150631477e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.861081833381786926e-03	0.000000000000000000e+00	0.000000000000000000e+00	2.373482630072301300e-02	2.971937493951024196e-03	2.772272376153383372e-02	6.533891946926237079e-03
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.861081833381786926e-03	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.888722409203440502e-03	4.869232993344977810e-04	4.542100951981658738e-03	2.141030375482626692e-03
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.422476056662508011e-03	1.165294923167466639e-04	0.000000000000000000e+00	0.000000000000000000e+00	1.137938983070065036e-03	1.424861293175508261e-04	1.329134145977346141e-03	3.132599439899182744e-04
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.373482630072301300e-02	1.944361204601720251e-03	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.045384254132155667e-02
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	5.943874987902048393e-03	4.869232993344977810e-04	0.000000000000000000e+00	0.000000000000000000e+00	4.754925067138477193e-03	0.000000000000000000e+00	5.553841956663370383e-03	2.617939243437175916e-03
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.772272376153383372e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.108868157652822227e-02	0.000000000000000000e+00	0.000000000000000000e+00	6.105142404408498910e-03
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.141030375482626692e-03	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.308969621718587958e-03	1.221028480881699782e-02	0.000000000000000000e+00
